GA,GS
GA1.1.1499940014.1734248418,GS1.1.1734248418.1
GA1.1.2028479425.1734248421,GS1.1.1734248420.1
GA1.1.124083001.1734248423,GS1.1.1734248422.1
GA1.1.2105162964.1734248425,GS1.1.1734248425.1
GA1.1.2111761285.1734248428,GS1.1.1734248427.1
GA1.1.1199673264.1734248430,GS1.1.1734248430.1
GA1.1.1058072913.1734248433,GS1.1.1734248432.1
GA1.1.192888124.1734248435,GS1.1.1734248435.1
GA1.1.832120265.1734248438,GS1.1.1734248437.1
GA1.1.2019812666.1734248440,GS1.1.1734248439.1
GA1.1.1830858164.1734248442,GS1.1.1734248442.1
GA1.1.634242909.1734248445,GS1.1.1734248444.1
GA1.1.446497716.1734248447,GS1.1.1734248447.1
GA1.1.2095718235.1734248449,GS1.1.1734248449.1
GA1.1.1014900976.1734248452,GS1.1.1734248451.1
GA1.1.954270036.1734248454,GS1.1.1734248454.1
GA1.1.964689143.1734248457,GS1.1.1734248456.1
GA1.1.1474083126.1734248459,GS1.1.1734248459.1
GA1.1.469909608.1734248462,GS1.1.1734248461.1
GA1.1.1774248288.1734248464,GS1.1.1734248463.1
GA1.1.701165641.1734248466,GS1.1.1734248466.1
GA1.1.2114485610.1734248469,GS1.1.1734248468.1
GA1.1.1332914419.1734248471,GS1.1.1734248471.1
GA1.1.608074317.1734248474,GS1.1.1734248473.1
GA1.1.1899703365.1734248476,GS1.1.1734248475.1
GA1.1.1204071255.1734248478,GS1.1.1734248478.1
GA1.1.1940299422.1734248481,GS1.1.1734248480.1
GA1.1.1818260239.1734248483,GS1.1.1734248483.1
GA1.1.1355748637.1734248486,GS1.1.1734248485.1
GA1.1.1468236141.1734248488,GS1.1.1734248487.1
GA1.1.641207073.1734248490,GS1.1.1734248490.1
GA1.1.1495955335.1734248493,GS1.1.1734248492.1
GA1.1.603905564.1734248495,GS1.1.1734248495.1
GA1.1.1649765703.1734248498,GS1.1.1734248497.1
GA1.1.627862384.1734248500,GS1.1.1734248499.1
GA1.1.282858921.1734248502,GS1.1.1734248502.1
GA1.1.1378942728.1734248505,GS1.1.1734248504.1
GA1.1.846446885.1734248507,GS1.1.1734248507.1
GA1.1.383940281.1734248510,GS1.1.1734248509.1
GA1.1.452861122.1734248512,GS1.1.1734248511.1
GA1.1.681512708.1734248514,GS1.1.1734248514.1
GA1.1.432584452.1734248517,GS1.1.1734248516.1
GA1.1.1735320485.1734248519,GS1.1.1734248519.1
GA1.1.781053427.1734248521,GS1.1.1734248521.1
GA1.1.1685929541.1734248524,GS1.1.1734248523.1
GA1.1.1628767253.1734248526,GS1.1.1734248526.1
GA1.1.961672172.1734248529,GS1.1.1734248528.1
GA1.1.815279269.1734248531,GS1.1.1734248531.1
GA1.1.1317228003.1734248533,GS1.1.1734248533.1
GA1.1.1089065607.1734248536,GS1.1.1734248535.1
GA1.1.771484895.1734248538,GS1.1.1734248538.1
GA1.1.1057749806.1734248541,GS1.1.1734248540.1
GA1.1.573788053.1734248543,GS1.1.1734248543.1
GA1.1.920986532.1734248545,GS1.1.1734248545.1
GA1.1.213681483.1734248548,GS1.1.1734248547.1
GA1.1.1371561483.1734248550,GS1.1.1734248550.1
GA1.1.1501124970.1734248553,GS1.1.1734248552.1
GA1.1.447177980.1734248555,GS1.1.1734248554.1
GA1.1.1369675090.1734248557,GS1.1.1734248557.1
GA1.1.1816968793.1734248560,GS1.1.1734248559.1
GA1.1.542751265.1734248562,GS1.1.1734248562.1
GA1.1.308004070.1734248565,GS1.1.1734248564.1
GA1.1.289579106.1734248567,GS1.1.1734248567.1
GA1.1.955403985.1734248569,GS1.1.1734248569.1
GA1.1.1910647106.1734248572,GS1.1.1734248571.1
GA1.1.2086719953.1734248574,GS1.1.1734248574.1
GA1.1.258669219.1734248577,GS1.1.1734248576.1
GA1.1.1225144253.1734248579,GS1.1.1734248579.1
GA1.1.1740495067.1734248581,GS1.1.1734248581.1
GA1.1.1444768687.1734248584,GS1.1.1734248583.1
GA1.1.1008833895.1734248586,GS1.1.1734248586.1
GA1.1.1859273827.1734248589,GS1.1.1734248588.1
GA1.1.1814007224.1734248591,GS1.1.1734248591.1
GA1.1.239897822.1734248594,GS1.1.1734248593.1
GA1.1.628908194.1734248596,GS1.1.1734248595.1
GA1.1.1168104363.1734248598,GS1.1.1734248598.1
GA1.1.697703965.1734248601,GS1.1.1734248600.1
GA1.1.1449644692.1734248603,GS1.1.1734248603.1
GA1.1.1410328566.1734248606,GS1.1.1734248605.1
GA1.1.1166256877.1734248608,GS1.1.1734248607.1
GA1.1.1267385262.1734248610,GS1.1.1734248610.1
GA1.1.321041240.1734248613,GS1.1.1734248612.1
GA1.1.2112450358.1734248615,GS1.1.1734248615.1
GA1.1.743112575.1734248618,GS1.1.1734248617.1
GA1.1.1814117131.1734248620,GS1.1.1734248619.1
GA1.1.413279042.1734248622,GS1.1.1734248622.1
GA1.1.645173785.1734248625,GS1.1.1734248624.1
GA1.1.1084779046.1734248627,GS1.1.1734248627.1
GA1.1.1017376374.1734248630,GS1.1.1734248629.1
GA1.1.1456825702.1734248632,GS1.1.1734248631.1
GA1.1.2059302913.1734248634,GS1.1.1734248634.1
GA1.1.594691271.1734248637,GS1.1.1734248636.1
GA1.1.605561687.1734248639,GS1.1.1734248639.1
GA1.1.1977705724.1734248642,GS1.1.1734248641.1
GA1.1.441042640.1734248644,GS1.1.1734248644.1
GA1.1.777631335.1734248646,GS1.1.1734248646.1
GA1.1.844462011.1734248649,GS1.1.1734248648.1
GA1.1.289363840.1734248651,GS1.1.1734248651.1
GA1.1.1122873976.1734248654,GS1.1.1734248653.1
GA1.1.375997318.1734248656,GS1.1.1734248655.1
GA1.1.1292247694.1734248658,GS1.1.1734248658.1
GA1.1.812948900.1734248661,GS1.1.1734248660.1
GA1.1.1663773369.1734248663,GS1.1.1734248663.1
GA1.1.1349073861.1734248666,GS1.1.1734248665.1
GA1.1.381913756.1734248668,GS1.1.1734248668.1
GA1.1.343560164.1734248671,GS1.1.1734248670.1
GA1.1.494646724.1734248673,GS1.1.1734248672.1
GA1.1.1314646704.1734248675,GS1.1.1734248675.1
GA1.1.1099358657.1734248678,GS1.1.1734248677.1
GA1.1.1885108955.1734248680,GS1.1.1734248680.1
GA1.1.194133333.1734248683,GS1.1.1734248682.1
GA1.1.1831410910.1734248685,GS1.1.1734248685.1
GA1.1.2055585148.1734248687,GS1.1.1734248687.1
GA1.1.1754654941.1734248690,GS1.1.1734248689.1
GA1.1.668555397.1734248692,GS1.1.1734248692.1
GA1.1.972101719.1734248695,GS1.1.1734248694.1
GA1.1.1315875222.1734248697,GS1.1.1734248697.1
GA1.1.2131933993.1734248700,GS1.1.1734248699.1
GA1.1.55010583.1734248702,GS1.1.1734248702.1
GA1.1.335609293.1734248704,GS1.1.1734248704.1
GA1.1.367985705.1734248707,GS1.1.1734248706.1
GA1.1.1367292641.1734248709,GS1.1.1734248709.1
GA1.1.264162920.1734248712,GS1.1.1734248711.1
GA1.1.338241452.1734248714,GS1.1.1734248714.1
GA1.1.2112084689.1734248716,GS1.1.1734248716.1
GA1.1.1403573688.1734248719,GS1.1.1734248718.1
GA1.1.876637327.1734248721,GS1.1.1734248721.1
GA1.1.1235516363.1734248724,GS1.1.1734248723.1
GA1.1.87899163.1734248726,GS1.1.1734248726.1
GA1.1.183355979.1734248728,GS1.1.1734248728.1
GA1.1.1338389620.1734248731,GS1.1.1734248730.1
GA1.1.444840667.1734248733,GS1.1.1734248733.1
GA1.1.1627165736.1734248736,GS1.1.1734248735.1
GA1.1.976145124.1734248738,GS1.1.1734248738.1
GA1.1.521283472.1734248740,GS1.1.1734248740.1
GA1.1.2040414840.1734248743,GS1.1.1734248742.1
GA1.1.1073182244.1734248745,GS1.1.1734248745.1
GA1.1.383254629.1734248748,GS1.1.1734248747.1
GA1.1.1351365401.1734248750,GS1.1.1734248750.1
GA1.1.1666751317.1734248752,GS1.1.1734248752.1
GA1.1.129911814.1734248755,GS1.1.1734248754.1
GA1.1.309746896.1734248757,GS1.1.1734248757.1
GA1.1.417974828.1734248760,GS1.1.1734248759.1
GA1.1.1975489945.1734248762,GS1.1.1734248762.1
GA1.1.937728417.1734248764,GS1.1.1734248764.1
GA1.1.1932781485.1734248767,GS1.1.1734248766.1
GA1.1.1921362977.1734248769,GS1.1.1734248769.1
GA1.1.1392061940.1734248772,GS1.1.1734248771.1
GA1.1.2029691756.1734248774,GS1.1.1734248774.1
GA1.1.2057020888.1734248776,GS1.1.1734248776.1
GA1.1.1407920337.1734248779,GS1.1.1734248778.1
GA1.1.2026633443.1734248781,GS1.1.1734248781.1
GA1.1.1038911435.1734248784,GS1.1.1734248783.1
GA1.1.1769474706.1734248786,GS1.1.1734248786.1
GA1.1.1103062323.1734248789,GS1.1.1734248788.1
GA1.1.2128045957.1734248791,GS1.1.1734248790.1
GA1.1.1492392956.1734248793,GS1.1.1734248793.1
GA1.1.1196519052.1734248796,GS1.1.1734248795.1
GA1.1.520052385.1734248798,GS1.1.1734248798.1
GA1.1.321883043.1734248801,GS1.1.1734248800.1
GA1.1.1581414280.1734248803,GS1.1.1734248802.1
GA1.1.537855474.1734248805,GS1.1.1734248805.1
GA1.1.934678736.1734248808,GS1.1.1734248807.1
GA1.1.939836917.1734248810,GS1.1.1734248810.1
GA1.1.107561990.1734248812,GS1.1.1734248812.1
GA1.1.821298855.1734248815,GS1.1.1734248814.1
GA1.1.892422055.1734248817,GS1.1.1734248817.1
GA1.1.1520382723.1734248820,GS1.1.1734248819.1
GA1.1.2138643687.1734248822,GS1.1.1734248822.1
GA1.1.413489351.1734248824,GS1.1.1734248824.1
GA1.1.1293670232.1734248827,GS1.1.1734248826.1
GA1.1.1849556870.1734248829,GS1.1.1734248829.1
GA1.1.640585496.1734248832,GS1.1.1734248831.1
GA1.1.39609844.1734248834,GS1.1.1734248834.1
GA1.1.542101978.1734248836,GS1.1.1734248836.1
GA1.1.483155960.1734248839,GS1.1.1734248838.1
GA1.1.1564670683.1734248841,GS1.1.1734248841.1
GA1.1.847880543.1734248844,GS1.1.1734248843.1
GA1.1.1979429316.1734248846,GS1.1.1734248845.1
GA1.1.2117083703.1734248848,GS1.1.1734248848.1
GA1.1.2109105230.1734248851,GS1.1.1734248850.1
GA1.1.69508880.1734248853,GS1.1.1734248853.1
GA1.1.934989606.1734248856,GS1.1.1734248855.1
GA1.1.2106751378.1734248858,GS1.1.1734248858.1
GA1.1.609843135.1734248861,GS1.1.1734248860.1
GA1.1.415518785.1734248863,GS1.1.1734248862.1
GA1.1.1541514431.1734248865,GS1.1.1734248865.1
GA1.1.241548012.1734248868,GS1.1.1734248867.1
GA1.1.227832604.1734248870,GS1.1.1734248870.1
GA1.1.944426933.1734248872,GS1.1.1734248872.1
GA1.1.1808120783.1734248875,GS1.1.1734248874.1
GA1.1.1303234978.1734248877,GS1.1.1734248877.1
GA1.1.875013267.1734248880,GS1.1.1734248879.1
GA1.1.1904097282.1734248882,GS1.1.1734248882.1
GA1.1.1539967567.1734248884,GS1.1.1734248884.1
GA1.1.801464026.1734248887,GS1.1.1734248886.1
GA1.1.1049135910.1734248889,GS1.1.1734248889.1
GA1.1.1311974775.1734248892,GS1.1.1734248891.1
GA1.1.1765659801.1734248894,GS1.1.1734248894.1
GA1.1.862064928.1734248896,GS1.1.1734248896.1
GA1.1.984642672.1734248899,GS1.1.1734248898.1
GA1.1.1035520160.1734248901,GS1.1.1734248901.1
GA1.1.2067932711.1734248904,GS1.1.1734248903.1
GA1.1.562029848.1734248906,GS1.1.1734248906.1
GA1.1.218280945.1734248908,GS1.1.1734248908.1
GA1.1.514044233.1734248911,GS1.1.1734248910.1
GA1.1.546621829.1734248913,GS1.1.1734248913.1
GA1.1.923752154.1734248916,GS1.1.1734248915.1
GA1.1.1253122454.1734248918,GS1.1.1734248918.1
GA1.1.1658345223.1734248920,GS1.1.1734248920.1
GA1.1.452437868.1734248923,GS1.1.1734248922.1
GA1.1.1070048167.1734248925,GS1.1.1734248925.1
GA1.1.970060688.1734248928,GS1.1.1734248927.1
GA1.1.1026323994.1734248930,GS1.1.1734248930.1
GA1.1.2088812346.1734248932,GS1.1.1734248932.1
GA1.1.124335795.1734248935,GS1.1.1734248934.1
GA1.1.1186767301.1734248937,GS1.1.1734248937.1
GA1.1.1737065133.1734248940,GS1.1.1734248939.1
GA1.1.1102412962.1734248942,GS1.1.1734248942.1
GA1.1.977201926.1734248944,GS1.1.1734248944.1
GA1.1.1620039738.1734248947,GS1.1.1734248946.1
GA1.1.805917577.1734248949,GS1.1.1734248949.1
GA1.1.650369500.1734248952,GS1.1.1734248951.1
GA1.1.1014176291.1734248954,GS1.1.1734248954.1
GA1.1.953570397.1734248957,GS1.1.1734248956.1
GA1.1.1115416431.1734248959,GS1.1.1734248959.1
GA1.1.140512130.1734248962,GS1.1.1734248961.1
GA1.1.820293138.1734248964,GS1.1.1734248964.1
GA1.1.60804795.1734248967,GS1.1.1734248966.1
GA1.1.1695674113.1734248969,GS1.1.1734248968.1
GA1.1.1682535384.1734248971,GS1.1.1734248971.1
GA1.1.2052212881.1734248974,GS1.1.1734248973.1
GA1.1.1047592074.1734248976,GS1.1.1734248976.1
GA1.1.926392227.1734248979,GS1.1.1734248978.1
GA1.1.1834068798.1734248981,GS1.1.1734248981.1
GA1.1.1306943435.1734248983,GS1.1.1734248983.1
GA1.1.495762636.1734248986,GS1.1.1734248985.1
GA1.1.1388011955.1734248988,GS1.1.1734248988.1
GA1.1.1652339877.1734248991,GS1.1.1734248990.1
GA1.1.1459215631.1734248993,GS1.1.1734248993.1
GA1.1.591031550.1734248995,GS1.1.1734248995.1
GA1.1.1356962936.1734248998,GS1.1.1734248997.1
GA1.1.1164928078.1734249000,GS1.1.1734249000.1
GA1.1.1397869840.1734249003,GS1.1.1734249002.1
GA1.1.177504567.1734249005,GS1.1.1734249005.1
GA1.1.302711153.1734249008,GS1.1.1734249007.1
GA1.1.687913326.1734249010,GS1.1.1734249009.1
GA1.1.959488511.1734249012,GS1.1.1734249012.1
GA1.1.1675020306.1734249015,GS1.1.1734249014.1
GA1.1.1058600046.1734249017,GS1.1.1734249017.1
GA1.1.418219549.1734249020,GS1.1.1734249019.1
GA1.1.799915855.1734249022,GS1.1.1734249021.1
GA1.1.1206303994.1734249024,GS1.1.1734249024.1
GA1.1.410085640.1734249027,GS1.1.1734249026.1
GA1.1.1930284655.1734249029,GS1.1.1734249029.1
GA1.1.936167883.1734249032,GS1.1.1734249031.1
GA1.1.80545344.1734249034,GS1.1.1734249033.1
GA1.1.204144199.1734249036,GS1.1.1734249036.1
GA1.1.129805926.1734249039,GS1.1.1734249038.1
GA1.1.425498788.1734249041,GS1.1.1734249041.1
GA1.1.2109762278.1734249043,GS1.1.1734249043.1
GA1.1.1550375299.1734249046,GS1.1.1734249045.1
GA1.1.1637910959.1734249048,GS1.1.1734249048.1
GA1.1.336999564.1734249051,GS1.1.1734249050.1
GA1.1.134567338.1734249053,GS1.1.1734249053.1
GA1.1.1739169574.1734249056,GS1.1.1734249055.1
GA1.1.819704993.1734249058,GS1.1.1734249057.1
GA1.1.1387813047.1734249060,GS1.1.1734249060.1
GA1.1.1239685763.1734249063,GS1.1.1734249062.1
GA1.1.835109671.1734249065,GS1.1.1734249065.1
GA1.1.580936869.1734249068,GS1.1.1734249067.1
GA1.1.941934466.1734249070,GS1.1.1734249069.1
GA1.1.1301192057.1734249072,GS1.1.1734249072.1
GA1.1.1504156135.1734249075,GS1.1.1734249074.1
GA1.1.16760496.1734249077,GS1.1.1734249077.1
GA1.1.779008595.1734249080,GS1.1.1734249079.1
GA1.1.1907817379.1734249082,GS1.1.1734249081.1
GA1.1.1989285366.1734249084,GS1.1.1734249084.1
GA1.1.1329772879.1734249087,GS1.1.1734249087.1
GA1.1.1950916749.1734249090,GS1.1.1734249089.1
GA1.1.712687900.1734249092,GS1.1.1734249092.1
GA1.1.195737146.1734249095,GS1.1.1734249094.1
GA1.1.324823710.1734249097,GS1.1.1734249097.1
GA1.1.806375575.1734249099,GS1.1.1734249099.1
GA1.1.1748216534.1734249102,GS1.1.1734249101.1
GA1.1.345092551.1734249104,GS1.1.1734249104.1
GA1.1.309289054.1734249107,GS1.1.1734249106.1
GA1.1.2136690371.1734249109,GS1.1.1734249109.1
GA1.1.1599538814.1734249112,GS1.1.1734249111.1
GA1.1.2041243851.1734249114,GS1.1.1734249114.1
GA1.1.708891952.1734249117,GS1.1.1734249116.1
GA1.1.1982331377.1734249119,GS1.1.1734249119.1
GA1.1.687546120.1734249122,GS1.1.1734249121.1
GA1.1.438245697.1734249124,GS1.1.1734249123.1
GA1.1.889124840.1734249126,GS1.1.1734249126.1
GA1.1.6230773.1734249129,GS1.1.1734249128.1
GA1.1.222220499.1734249131,GS1.1.1734249131.1
GA1.1.1308442915.1734249134,GS1.1.1734249133.1
GA1.1.274545076.1734249136,GS1.1.1734249135.1
GA1.1.1224806828.1734249138,GS1.1.1734249138.1
GA1.1.1668058814.1734249141,GS1.1.1734249140.1
GA1.1.920263883.1734249143,GS1.1.1734249143.1
GA1.1.433613738.1734249146,GS1.1.1734249145.1
GA1.1.515253054.1734249148,GS1.1.1734249147.1
GA1.1.794575087.1734249150,GS1.1.1734249150.1
GA1.1.205129414.1734249153,GS1.1.1734249152.1
GA1.1.938945439.1734249155,GS1.1.1734249155.1
GA1.1.1298688441.1734249158,GS1.1.1734249157.1
GA1.1.408351782.1734249160,GS1.1.1734249159.1
GA1.1.672105050.1734249162,GS1.1.1734249162.1
GA1.1.95699547.1734249165,GS1.1.1734249164.1
GA1.1.517811086.1734249167,GS1.1.1734249167.1
GA1.1.1209078002.1734249170,GS1.1.1734249169.1
GA1.1.853742516.1734249172,GS1.1.1734249172.1
GA1.1.1472476527.1734249174,GS1.1.1734249174.1
GA1.1.19021554.1734249177,GS1.1.1734249176.1
GA1.1.437460646.1734249179,GS1.1.1734249179.1
GA1.1.804372161.1734249182,GS1.1.1734249181.1
GA1.1.1057939952.1734249184,GS1.1.1734249184.1
GA1.1.808337898.1734249186,GS1.1.1734249186.1
GA1.1.2000975764.1734249189,GS1.1.1734249188.1
GA1.1.1287014034.1734249191,GS1.1.1734249191.1
GA1.1.260893540.1734249194,GS1.1.1734249193.1
GA1.1.1753633422.1734249196,GS1.1.1734249196.1
GA1.1.1107251350.1734249199,GS1.1.1734249198.1
GA1.1.1231648082.1734249201,GS1.1.1734249201.1
GA1.1.34232987.1734249203,GS1.1.1734249203.1
GA1.1.137694809.1734249206,GS1.1.1734249205.1
GA1.1.2139115521.1734249208,GS1.1.1734249208.1
GA1.1.2036926465.1734249211,GS1.1.1734249210.1
GA1.1.1492632707.1734249213,GS1.1.1734249212.1
GA1.1.836491623.1734249215,GS1.1.1734249215.1
GA1.1.161787689.1734249218,GS1.1.1734249217.1
GA1.1.1229532895.1734249220,GS1.1.1734249220.1
GA1.1.1168455171.1734249223,GS1.1.1734249222.1
GA1.1.705954735.1734249225,GS1.1.1734249224.1
GA1.1.326898599.1734249227,GS1.1.1734249227.1
GA1.1.1649356171.1734249230,GS1.1.1734249229.1
GA1.1.1281745935.1734249232,GS1.1.1734249232.1
GA1.1.1111988132.1734249235,GS1.1.1734249234.1
GA1.1.640068203.1734249237,GS1.1.1734249237.1
GA1.1.409836382.1734249239,GS1.1.1734249239.1
GA1.1.282311321.1734249242,GS1.1.1734249241.1
GA1.1.292129470.1734249244,GS1.1.1734249244.1
GA1.1.1711648287.1734249247,GS1.1.1734249246.1
GA1.1.2058808934.1734249249,GS1.1.1734249248.1
GA1.1.523694710.1734249251,GS1.1.1734249251.1
GA1.1.969086241.1734249254,GS1.1.1734249253.1
GA1.1.465476657.1734249256,GS1.1.1734249256.1
GA1.1.1498841737.1734249259,GS1.1.1734249258.1
GA1.1.2129727553.1734249261,GS1.1.1734249261.1
GA1.1.540462871.1734249263,GS1.1.1734249263.1
GA1.1.667264739.1734249266,GS1.1.1734249265.1
GA1.1.452492726.1734249268,GS1.1.1734249268.1
GA1.1.1556621896.1734249271,GS1.1.1734249270.1
GA1.1.783376624.1734249273,GS1.1.1734249273.1
GA1.1.909499929.1734249276,GS1.1.1734249275.1
GA1.1.2107799342.1734249278,GS1.1.1734249278.1
GA1.1.30186114.1734249281,GS1.1.1734249280.1
GA1.1.2047349588.1734249283,GS1.1.1734249282.1
GA1.1.526810954.1734249285,GS1.1.1734249285.1
GA1.1.1121746580.1734249288,GS1.1.1734249287.1
GA1.1.663029848.1734249290,GS1.1.1734249290.1
GA1.1.1596471103.1734249293,GS1.1.1734249292.1
GA1.1.381383588.1734249295,GS1.1.1734249294.1
GA1.1.1256609520.1734249297,GS1.1.1734249297.1
GA1.1.1505342481.1734249300,GS1.1.1734249299.1
GA1.1.615603653.1734249302,GS1.1.1734249302.1
GA1.1.1966884678.1734249305,GS1.1.1734249304.1
GA1.1.1116200363.1734249307,GS1.1.1734249306.1
GA1.1.1261578545.1734249309,GS1.1.1734249309.1
GA1.1.1051381402.1734249312,GS1.1.1734249311.1
GA1.1.1610699912.1734249314,GS1.1.1734249314.1
GA1.1.1830073746.1734249317,GS1.1.1734249316.1
GA1.1.860062777.1734249319,GS1.1.1734249318.1
GA1.1.2024365672.1734249321,GS1.1.1734249321.1
GA1.1.1387930142.1734249324,GS1.1.1734249323.1
GA1.1.81698912.1734249326,GS1.1.1734249326.1
GA1.1.1158355946.1734249329,GS1.1.1734249328.1
GA1.1.1677973626.1734249331,GS1.1.1734249330.1
GA1.1.1675884913.1734249333,GS1.1.1734249333.1
GA1.1.357127428.1734249336,GS1.1.1734249335.1
GA1.1.1031877051.1734249338,GS1.1.1734249338.1
GA1.1.259099077.1734249341,GS1.1.1734249340.1
GA1.1.2019445978.1734249343,GS1.1.1734249342.1
GA1.1.1237932351.1734249345,GS1.1.1734249345.1
GA1.1.181833976.1734249348,GS1.1.1734249347.1
GA1.1.682549378.1734249350,GS1.1.1734249350.1
GA1.1.2141628978.1734249353,GS1.1.1734249352.1
GA1.1.1944650660.1734249355,GS1.1.1734249354.1
GA1.1.1660462583.1734249357,GS1.1.1734249357.1
GA1.1.1885938548.1734249360,GS1.1.1734249359.1
GA1.1.1726169020.1734249362,GS1.1.1734249362.1
GA1.1.1135529305.1734249365,GS1.1.1734249364.1
GA1.1.2028548417.1734249367,GS1.1.1734249367.1
GA1.1.1044983783.1734249369,GS1.1.1734249369.1
GA1.1.1256697576.1734249372,GS1.1.1734249371.1
GA1.1.35880747.1734249374,GS1.1.1734249374.1
GA1.1.179719615.1734249377,GS1.1.1734249376.1
GA1.1.1041555436.1734249379,GS1.1.1734249379.1
GA1.1.1532292893.1734249382,GS1.1.1734249381.1
GA1.1.2128482194.1734249384,GS1.1.1734249383.1
GA1.1.1589906595.1734249386,GS1.1.1734249386.1
GA1.1.88508001.1734249389,GS1.1.1734249388.1
GA1.1.2085777980.1734249391,GS1.1.1734249391.1
GA1.1.1083987041.1734249394,GS1.1.1734249393.1
GA1.1.1355111019.1734249396,GS1.1.1734249395.1
GA1.1.1252277794.1734249398,GS1.1.1734249398.1
GA1.1.652448776.1734249401,GS1.1.1734249400.1
GA1.1.2028721712.1734249403,GS1.1.1734249403.1
GA1.1.1110793074.1734249406,GS1.1.1734249405.1
GA1.1.960442267.1734249408,GS1.1.1734249407.1
GA1.1.1099478688.1734249410,GS1.1.1734249410.1
GA1.1.227109152.1734249413,GS1.1.1734249412.1
GA1.1.1119068136.1734249415,GS1.1.1734249415.1
GA1.1.1591056424.1734249418,GS1.1.1734249417.1
GA1.1.144447635.1734249420,GS1.1.1734249419.1
GA1.1.1426790020.1734249422,GS1.1.1734249422.1
GA1.1.1904105944.1734249425,GS1.1.1734249424.1
GA1.1.894421101.1734249427,GS1.1.1734249427.1
GA1.1.1938722392.1734249430,GS1.1.1734249429.1
GA1.1.1137800054.1734249432,GS1.1.1734249431.1
GA1.1.2091045021.1734249434,GS1.1.1734249434.1
GA1.1.330776065.1734249437,GS1.1.1734249436.1
GA1.1.2078039548.1734249439,GS1.1.1734249439.1
GA1.1.412576525.1734249442,GS1.1.1734249441.1
GA1.1.882013209.1734249445,GS1.1.1734249444.1
GA1.1.565223569.1734249447,GS1.1.1734249447.1
GA1.1.1410377261.1734249449,GS1.1.1734249449.1
GA1.1.1784062587.1734249452,GS1.1.1734249451.1
GA1.1.1549883660.1734249454,GS1.1.1734249454.1
GA1.1.1251798114.1734249457,GS1.1.1734249456.1
GA1.1.687386530.1734249459,GS1.1.1734249459.1
GA1.1.987286990.1734249461,GS1.1.1734249461.1
GA1.1.301954756.1734249464,GS1.1.1734249463.1
GA1.1.819749265.1734249466,GS1.1.1734249466.1
GA1.1.2104324969.1734249469,GS1.1.1734249468.1
GA1.1.614144990.1734249471,GS1.1.1734249471.1
GA1.1.1328124656.1734249474,GS1.1.1734249473.1
GA1.1.482886004.1734249476,GS1.1.1734249475.1
GA1.1.1397477359.1734249478,GS1.1.1734249478.1
GA1.1.1792389640.1734249481,GS1.1.1734249480.1
GA1.1.314930130.1734249483,GS1.1.1734249483.1
GA1.1.2079135713.1734249486,GS1.1.1734249485.1
GA1.1.1451824475.1734249488,GS1.1.1734249488.1
GA1.1.693701883.1734249490,GS1.1.1734249490.1
GA1.1.1264808522.1734249493,GS1.1.1734249492.1
GA1.1.412390899.1734249495,GS1.1.1734249495.1
GA1.1.879985248.1734249498,GS1.1.1734249497.1
GA1.1.1016598701.1734249500,GS1.1.1734249499.1
GA1.1.764835681.1734249502,GS1.1.1734249502.1
GA1.1.1866786626.1734249505,GS1.1.1734249504.1
GA1.1.1957218532.1734249507,GS1.1.1734249507.1
GA1.1.1652008997.1734249510,GS1.1.1734249509.1
GA1.1.1373662298.1734249512,GS1.1.1734249511.1
GA1.1.926571021.1734249514,GS1.1.1734249514.1
GA1.1.990301998.1734249517,GS1.1.1734249516.1
GA1.1.825511549.1734249519,GS1.1.1734249519.1
GA1.1.1423548348.1734249522,GS1.1.1734249521.1
