GA,GS
GA1.1.440128711.1734247230,GS1.1.1734247230.1
GA1.1.194898421.1734247233,GS1.1.1734247232.1
GA1.1.262672175.1734247235,GS1.1.1734247234.1
GA1.1.1163718462.1734247237,GS1.1.1734247237.1
GA1.1.1478955340.1734247240,GS1.1.1734247239.1
GA1.1.807796842.1734247242,GS1.1.1734247242.1
GA1.1.653858127.1734247245,GS1.1.1734247244.1
GA1.1.1427924773.1734247247,GS1.1.1734247246.1
GA1.1.732616786.1734247249,GS1.1.1734247249.1
GA1.1.2033257643.1734247252,GS1.1.1734247251.1
GA1.1.1768675468.1734247254,GS1.1.1734247254.1
GA1.1.814468611.1734247257,GS1.1.1734247256.1
GA1.1.994802360.1734247259,GS1.1.1734247259.1
GA1.1.1714206554.1734247262,GS1.1.1734247261.1
GA1.1.1532746647.1734247264,GS1.1.1734247264.1
GA1.1.989992718.1734247266,GS1.1.1734247266.1
GA1.1.745400844.1734247269,GS1.1.1734247268.1
GA1.1.2086163351.1734247271,GS1.1.1734247271.1
GA1.1.403215053.1734247274,GS1.1.1734247273.1
GA1.1.441441603.1734247276,GS1.1.1734247276.1
GA1.1.1932791746.1734247279,GS1.1.1734247278.1
GA1.1.1988405109.1734247281,GS1.1.1734247281.1
GA1.1.1769118672.1734247283,GS1.1.1734247283.1
GA1.1.188988085.1734247286,GS1.1.1734247285.1
GA1.1.958660732.1734247288,GS1.1.1734247288.1
GA1.1.1428064143.1734247291,GS1.1.1734247290.1
GA1.1.1131266700.1734247293,GS1.1.1734247293.1
GA1.1.1952439790.1734247296,GS1.1.1734247295.1
GA1.1.886464126.1734247298,GS1.1.1734247298.1
GA1.1.2103568892.1734247301,GS1.1.1734247300.1
GA1.1.1002775482.1734247303,GS1.1.1734247302.1
GA1.1.2095188240.1734247305,GS1.1.1734247305.1
GA1.1.101986007.1734247308,GS1.1.1734247307.1
GA1.1.1284091025.1734247310,GS1.1.1734247310.1
GA1.1.794429639.1734247313,GS1.1.1734247312.1
GA1.1.553597451.1734247315,GS1.1.1734247315.1
GA1.1.1330166621.1734247317,GS1.1.1734247317.1
GA1.1.364839599.1734247320,GS1.1.1734247319.1
GA1.1.1721613557.1734247322,GS1.1.1734247322.1
GA1.1.1917429176.1734247325,GS1.1.1734247324.1
GA1.1.856277505.1734247327,GS1.1.1734247327.1
GA1.1.1967931309.1734247330,GS1.1.1734247329.1
GA1.1.1222802272.1734247332,GS1.1.1734247332.1
GA1.1.1515602984.1734247334,GS1.1.1734247334.1
GA1.1.1423928004.1734247337,GS1.1.1734247336.1
GA1.1.1717971992.1734247339,GS1.1.1734247339.1
GA1.1.1331655319.1734247342,GS1.1.1734247341.1
GA1.1.1969087621.1734247344,GS1.1.1734247344.1
GA1.1.389639398.1734247347,GS1.1.1734247346.1
GA1.1.283573594.1734247349,GS1.1.1734247348.1
GA1.1.1547329366.1734247351,GS1.1.1734247351.1
GA1.1.831438125.1734247354,GS1.1.1734247353.1
GA1.1.60034754.1734247356,GS1.1.1734247356.1
GA1.1.1205599484.1734247359,GS1.1.1734247358.1
GA1.1.850416285.1734247361,GS1.1.1734247361.1
GA1.1.1975073621.1734247363,GS1.1.1734247363.1
GA1.1.1654265708.1734247366,GS1.1.1734247365.1
GA1.1.357762761.1734247368,GS1.1.1734247368.1
GA1.1.793005255.1734247371,GS1.1.1734247370.1
GA1.1.578175880.1734247373,GS1.1.1734247373.1
GA1.1.1109839315.1734247375,GS1.1.1734247375.1
GA1.1.324176973.1734247378,GS1.1.1734247377.1
GA1.1.119101391.1734247380,GS1.1.1734247380.1
GA1.1.87061616.1734247383,GS1.1.1734247382.1
GA1.1.11860415.1734247385,GS1.1.1734247385.1
GA1.1.8195983.1734247387,GS1.1.1734247387.1
GA1.1.1503268635.1734247393,GS1.1.1734247393.1
GA1.1.1210275502.1734247396,GS1.1.1734247395.1
GA1.1.2116895955.1734247398,GS1.1.1734247398.1
GA1.1.927461022.1734247400,GS1.1.1734247400.1
GA1.1.262102645.1734247403,GS1.1.1734247402.1
GA1.1.1318423670.1734247405,GS1.1.1734247405.1
GA1.1.178265701.1734247408,GS1.1.1734247407.1
GA1.1.971234057.1734247410,GS1.1.1734247410.1
GA1.1.1145145661.1734247412,GS1.1.1734247412.1
GA1.1.1297971267.1734247415,GS1.1.1734247414.1
GA1.1.126266766.1734247417,GS1.1.1734247417.1
GA1.1.70076562.1734247420,GS1.1.1734247419.1
GA1.1.1528458781.1734247422,GS1.1.1734247422.1
GA1.1.1781945896.1734247425,GS1.1.1734247424.1
GA1.1.1993390324.1734247427,GS1.1.1734247426.1
GA1.1.1554195563.1734247429,GS1.1.1734247429.1
GA1.1.1941052645.1734247432,GS1.1.1734247431.1
GA1.1.1381282077.1734247434,GS1.1.1734247434.1
GA1.1.1180513172.1734247437,GS1.1.1734247436.1
GA1.1.225836891.1734247439,GS1.1.1734247438.1
GA1.1.1560591232.1734247441,GS1.1.1734247441.1
GA1.1.1355591519.1734247444,GS1.1.1734247443.1
GA1.1.597086932.1734247446,GS1.1.1734247446.1
GA1.1.65336168.1734247449,GS1.1.1734247448.1
GA1.1.430531823.1734247451,GS1.1.1734247450.1
GA1.1.1358616795.1734247453,GS1.1.1734247453.1
GA1.1.904480355.1734247456,GS1.1.1734247455.1
GA1.1.60334518.1734247458,GS1.1.1734247458.1
GA1.1.733817557.1734247461,GS1.1.1734247460.1
GA1.1.1160755973.1734247463,GS1.1.1734247463.1
GA1.1.907554535.1734247465,GS1.1.1734247465.1
GA1.1.1549284527.1734247468,GS1.1.1734247468.1
GA1.1.1158378447.1734247471,GS1.1.1734247470.1
GA1.1.509680796.1734247473,GS1.1.1734247472.1
GA1.1.887785654.1734247475,GS1.1.1734247475.1
GA1.1.489264947.1734247478,GS1.1.1734247477.1
GA1.1.1254165133.1734247480,GS1.1.1734247480.1
GA1.1.1874917788.1734247483,GS1.1.1734247482.1
GA1.1.937505771.1734247485,GS1.1.1734247484.1
GA1.1.945003717.1734247487,GS1.1.1734247487.1
GA1.1.1288125923.1734247490,GS1.1.1734247489.1
GA1.1.157872246.1734247492,GS1.1.1734247492.1
GA1.1.338708808.1734247495,GS1.1.1734247494.1
GA1.1.1007302804.1734247497,GS1.1.1734247496.1
GA1.1.1542761743.1734247499,GS1.1.1734247499.1
GA1.1.938848119.1734247502,GS1.1.1734247501.1
GA1.1.1739740889.1734247504,GS1.1.1734247504.1
GA1.1.266234187.1734247507,GS1.1.1734247506.1
GA1.1.1408345457.1734247509,GS1.1.1734247508.1
GA1.1.29169903.1734247511,GS1.1.1734247511.1
GA1.1.741554891.1734247514,GS1.1.1734247513.1
GA1.1.63099032.1734247516,GS1.1.1734247516.1
GA1.1.397772284.1734247519,GS1.1.1734247518.1
GA1.1.165519893.1734247521,GS1.1.1734247520.1
GA1.1.1623568447.1734247524,GS1.1.1734247524.1
GA1.1.1692435756.1734247526,GS1.1.1734247525.1
GA1.1.972725415.1734247528,GS1.1.1734247528.1
GA1.1.865650521.1734247531,GS1.1.1734247530.1
GA1.1.2073364544.1734247533,GS1.1.1734247533.1
GA1.1.1332271561.1734247535,GS1.1.1734247535.1
GA1.1.484430777.1734247538,GS1.1.1734247537.1
GA1.1.838389550.1734247540,GS1.1.1734247540.1
GA1.1.252986270.1734247543,GS1.1.1734247542.1
GA1.1.317647281.1734247545,GS1.1.1734247545.1
GA1.1.523768249.1734247548,GS1.1.1734247547.1
GA1.1.1406642310.1734247550,GS1.1.1734247549.1
GA1.1.1569829872.1734247552,GS1.1.1734247552.1
GA1.1.1553143322.1734247555,GS1.1.1734247554.1
GA1.1.443981618.1734247557,GS1.1.1734247557.1
GA1.1.604520984.1734247560,GS1.1.1734247559.1
GA1.1.1175429309.1734247562,GS1.1.1734247562.1
GA1.1.604964958.1734247564,GS1.1.1734247564.1
GA1.1.1603537553.1734247567,GS1.1.1734247566.1
GA1.1.937637997.1734247570,GS1.1.1734247569.1
GA1.1.1972858922.1734247572,GS1.1.1734247571.1
GA1.1.682506259.1734247574,GS1.1.1734247574.1
GA1.1.506914080.1734247577,GS1.1.1734247576.1
GA1.1.736644489.1734247579,GS1.1.1734247579.1
GA1.1.1560362344.1734247582,GS1.1.1734247581.1
GA1.1.1205202795.1734247584,GS1.1.1734247584.1
GA1.1.1917694648.1734247586,GS1.1.1734247586.1
GA1.1.1875065239.1734247589,GS1.1.1734247588.1
GA1.1.777408573.1734247591,GS1.1.1734247591.1
GA1.1.1822703438.1734247594,GS1.1.1734247593.1
GA1.1.1184375311.1734247596,GS1.1.1734247596.1
GA1.1.679449264.1734247599,GS1.1.1734247598.1
GA1.1.7486474.1734247601,GS1.1.1734247600.1
GA1.1.432606369.1734247603,GS1.1.1734247603.1
GA1.1.1962358582.1734247606,GS1.1.1734247605.1
GA1.1.1319127055.1734247608,GS1.1.1734247608.1
GA1.1.227456695.1734247611,GS1.1.1734247610.1
GA1.1.680201617.1734247613,GS1.1.1734247613.1
GA1.1.770635191.1734247615,GS1.1.1734247615.1
GA1.1.532905272.1734247618,GS1.1.1734247617.1
GA1.1.1910447100.1734247620,GS1.1.1734247620.1
GA1.1.2031673620.1734247623,GS1.1.1734247622.1
GA1.1.424570733.1734247625,GS1.1.1734247625.1
GA1.1.910528562.1734247627,GS1.1.1734247627.1
GA1.1.984118993.1734247630,GS1.1.1734247630.1
GA1.1.237706905.1734247633,GS1.1.1734247632.1
GA1.1.713706720.1734247635,GS1.1.1734247634.1
GA1.1.156841424.1734247638,GS1.1.1734247637.1
GA1.1.151075548.1734247640,GS1.1.1734247640.1
GA1.1.1649436364.1734247643,GS1.1.1734247642.1
GA1.1.1893926739.1734247645,GS1.1.1734247645.1
GA1.1.1135917490.1734247648,GS1.1.1734247647.1
GA1.1.64494954.1734247650,GS1.1.1734247649.1
GA1.1.101194685.1734247652,GS1.1.1734247652.1
GA1.1.71066958.1734247655,GS1.1.1734247654.1
GA1.1.957583637.1734247657,GS1.1.1734247657.1
GA1.1.1699802027.1734247660,GS1.1.1734247659.1
GA1.1.1091021642.1734247662,GS1.1.1734247662.1
GA1.1.950844304.1734247665,GS1.1.1734247664.1
GA1.1.144563526.1734247667,GS1.1.1734247666.1
GA1.1.1359301657.1734247669,GS1.1.1734247669.1
GA1.1.1982860581.1734247672,GS1.1.1734247671.1
GA1.1.83542986.1734247674,GS1.1.1734247674.1
GA1.1.393906007.1734247677,GS1.1.1734247676.1
GA1.1.2079838225.1734247679,GS1.1.1734247678.1
GA1.1.288027188.1734247681,GS1.1.1734247681.1
GA1.1.1910200459.1734247684,GS1.1.1734247683.1
GA1.1.308113837.1734247686,GS1.1.1734247686.1
GA1.1.792166568.1734247689,GS1.1.1734247688.1
GA1.1.1956274453.1734247691,GS1.1.1734247690.1
GA1.1.1618664708.1734247693,GS1.1.1734247693.1
GA1.1.131874368.1734247696,GS1.1.1734247695.1
GA1.1.23055219.1734247698,GS1.1.1734247698.1
GA1.1.1165609688.1734247700,GS1.1.1734247700.1
GA1.1.582294114.1734247703,GS1.1.1734247702.1
GA1.1.845038568.1734247705,GS1.1.1734247705.1
GA1.1.1356340034.1734247708,GS1.1.1734247707.1
GA1.1.455686912.1734247710,GS1.1.1734247710.1
GA1.1.995623072.1734247712,GS1.1.1734247712.1
GA1.1.283782160.1734247715,GS1.1.1734247714.1
GA1.1.967370085.1734247717,GS1.1.1734247717.1
GA1.1.1418456466.1734247720,GS1.1.1734247719.1
GA1.1.25075359.1734247722,GS1.1.1734247722.1
GA1.1.87881233.1734247724,GS1.1.1734247724.1
GA1.1.1740629878.1734247727,GS1.1.1734247726.1
GA1.1.704317897.1734247729,GS1.1.1734247729.1
GA1.1.1278544088.1734247732,GS1.1.1734247731.1
GA1.1.784446269.1734247734,GS1.1.1734247734.1
GA1.1.714691916.1734247736,GS1.1.1734247736.1
GA1.1.1998149829.1734247739,GS1.1.1734247738.1
GA1.1.2001143826.1734247741,GS1.1.1734247741.1
GA1.1.552689789.1734247744,GS1.1.1734247743.1
GA1.1.675513654.1734247746,GS1.1.1734247746.1
GA1.1.1515246927.1734247749,GS1.1.1734247748.1
GA1.1.1607429851.1734247751,GS1.1.1734247750.1
GA1.1.957449202.1734247753,GS1.1.1734247753.1
GA1.1.1001811738.1734247756,GS1.1.1734247755.1
GA1.1.137895117.1734247758,GS1.1.1734247758.1
GA1.1.1332406944.1734247761,GS1.1.1734247760.1
GA1.1.1561161713.1734247763,GS1.1.1734247763.1
GA1.1.1421790787.1734247765,GS1.1.1734247765.1
GA1.1.1746186736.1734247768,GS1.1.1734247768.1
GA1.1.752944014.1734247770,GS1.1.1734247770.1
GA1.1.1823716453.1734247773,GS1.1.1734247772.1
GA1.1.1029013257.1734247775,GS1.1.1734247775.1
GA1.1.1525554568.1734247778,GS1.1.1734247777.1
GA1.1.2043791175.1734247780,GS1.1.1734247780.1
GA1.1.1791773987.1734247783,GS1.1.1734247782.1
GA1.1.382016052.1734247785,GS1.1.1734247784.1
GA1.1.1194646756.1734247787,GS1.1.1734247787.1
GA1.1.15568888.1734247790,GS1.1.1734247789.1
GA1.1.1857952785.1734247792,GS1.1.1734247792.1
GA1.1.463085918.1734247795,GS1.1.1734247794.1
GA1.1.1326331509.1734247797,GS1.1.1734247796.1
GA1.1.468259583.1734247799,GS1.1.1734247799.1
GA1.1.62250552.1734247802,GS1.1.1734247801.1
GA1.1.105564709.1734247804,GS1.1.1734247804.1
GA1.1.876555179.1734247807,GS1.1.1734247806.1
GA1.1.725423791.1734247810,GS1.1.1734247809.1
GA1.1.1641844141.1734247812,GS1.1.1734247812.1
GA1.1.2140189329.1734247814,GS1.1.1734247814.1
GA1.1.808798074.1734247817,GS1.1.1734247816.1
GA1.1.2050833654.1734247819,GS1.1.1734247819.1
GA1.1.1723387822.1734247822,GS1.1.1734247821.1
GA1.1.235567228.1734247824,GS1.1.1734247824.1
GA1.1.1980909430.1734247826,GS1.1.1734247826.1
GA1.1.1126428116.1734247829,GS1.1.1734247828.1
GA1.1.1901749051.1734247831,GS1.1.1734247831.1
GA1.1.1687920400.1734247834,GS1.1.1734247833.1
GA1.1.1561638206.1734247836,GS1.1.1734247836.1
GA1.1.1555856064.1734247839,GS1.1.1734247838.1
GA1.1.1455926526.1734247841,GS1.1.1734247841.1
GA1.1.2090571872.1734247843,GS1.1.1734247843.1
GA1.1.1029087504.1734247846,GS1.1.1734247845.1
GA1.1.1278075178.1734247848,GS1.1.1734247848.1
GA1.1.6547171.1734247851,GS1.1.1734247850.1
GA1.1.859446920.1734247853,GS1.1.1734247853.1
GA1.1.926874033.1734247856,GS1.1.1734247855.1
GA1.1.1714873412.1734247858,GS1.1.1734247857.1
GA1.1.506975981.1734247860,GS1.1.1734247860.1
GA1.1.2055864021.1734247863,GS1.1.1734247862.1
GA1.1.1928228736.1734247865,GS1.1.1734247865.1
GA1.1.2080570504.1734247868,GS1.1.1734247867.1
GA1.1.1184535287.1734247870,GS1.1.1734247870.1
GA1.1.1821081267.1734247873,GS1.1.1734247872.1
GA1.1.597690788.1734247875,GS1.1.1734247874.1
GA1.1.1470188287.1734247877,GS1.1.1734247877.1
GA1.1.1453828214.1734247880,GS1.1.1734247879.1
GA1.1.1037356614.1734247882,GS1.1.1734247882.1
GA1.1.1012899138.1734247885,GS1.1.1734247884.1
GA1.1.1845696972.1734247887,GS1.1.1734247887.1
GA1.1.258547769.1734247890,GS1.1.1734247889.1
GA1.1.2008676641.1734247892,GS1.1.1734247892.1
GA1.1.333318283.1734247895,GS1.1.1734247894.1
GA1.1.503130001.1734247897,GS1.1.1734247897.1
GA1.1.1897714001.1734247899,GS1.1.1734247899.1
GA1.1.644390132.1734247902,GS1.1.1734247901.1
GA1.1.1309175734.1734247904,GS1.1.1734247904.1
GA1.1.1914155237.1734247907,GS1.1.1734247906.1
GA1.1.69428728.1734247909,GS1.1.1734247909.1
GA1.1.536968271.1734247912,GS1.1.1734247911.1
GA1.1.1282379677.1734247914,GS1.1.1734247914.1
GA1.1.1798357118.1734247916,GS1.1.1734247916.1
GA1.1.1390799632.1734247919,GS1.1.1734247918.1
GA1.1.516272971.1734247921,GS1.1.1734247921.1
GA1.1.1578191066.1734247924,GS1.1.1734247923.1
GA1.1.918268408.1734247926,GS1.1.1734247926.1
GA1.1.540762800.1734247928,GS1.1.1734247928.1
GA1.1.1617629429.1734247931,GS1.1.1734247930.1
GA1.1.1161316983.1734247933,GS1.1.1734247933.1
GA1.1.361972836.1734247936,GS1.1.1734247935.1
GA1.1.1219722442.1734247938,GS1.1.1734247938.1
GA1.1.762946978.1734247941,GS1.1.1734247940.1
GA1.1.241486992.1734247943,GS1.1.1734247942.1
GA1.1.1505921362.1734247945,GS1.1.1734247945.1
GA1.1.206516946.1734247948,GS1.1.1734247947.1
GA1.1.260013252.1734247950,GS1.1.1734247950.1
GA1.1.924679557.1734247953,GS1.1.1734247952.1
GA1.1.1325366680.1734247955,GS1.1.1734247955.1
GA1.1.15836080.1734247958,GS1.1.1734247957.1
GA1.1.351971479.1734247960,GS1.1.1734247959.1
GA1.1.1043932963.1734247962,GS1.1.1734247962.1
GA1.1.929122363.1734247965,GS1.1.1734247964.1
GA1.1.1637398182.1734247967,GS1.1.1734247967.1
GA1.1.1533911365.1734247970,GS1.1.1734247969.1
GA1.1.952194089.1734247972,GS1.1.1734247972.1
GA1.1.165473988.1734247975,GS1.1.1734247974.1
GA1.1.2062671176.1734247977,GS1.1.1734247976.1
GA1.1.2016785846.1734247979,GS1.1.1734247979.1
GA1.1.1222925417.1734247982,GS1.1.1734247981.1
GA1.1.1854945269.1734247984,GS1.1.1734247984.1
GA1.1.1244582602.1734247987,GS1.1.1734247986.1
GA1.1.825576367.1734247989,GS1.1.1734247989.1
GA1.1.1214892657.1734247991,GS1.1.1734247991.1
GA1.1.1182370792.1734247994,GS1.1.1734247993.1
GA1.1.1507782956.1734247996,GS1.1.1734247996.1
GA1.1.762520075.1734247999,GS1.1.1734247998.1
GA1.1.1941309297.1734248001,GS1.1.1734248001.1
GA1.1.1480645017.1734248003,GS1.1.1734248003.1
GA1.1.1902876155.1734248006,GS1.1.1734248005.1
GA1.1.875476776.1734248008,GS1.1.1734248008.1
GA1.1.1806026033.1734248011,GS1.1.1734248010.1
GA1.1.1575453554.1734248013,GS1.1.1734248013.1
GA1.1.2048316763.1734248016,GS1.1.1734248016.1
GA1.1.326108237.1734248018,GS1.1.1734248018.1
GA1.1.1408415908.1734248021,GS1.1.1734248020.1
GA1.1.390427.1734248023,GS1.1.1734248023.1
GA1.1.31266539.1734248026,GS1.1.1734248025.1
GA1.1.1531315159.1734248028,GS1.1.1734248027.1
GA1.1.585598297.1734248030,GS1.1.1734248030.1
GA1.1.33281637.1734248033,GS1.1.1734248032.1
GA1.1.1477320544.1734248035,GS1.1.1734248035.1
GA1.1.555922995.1734248038,GS1.1.1734248037.1
GA1.1.853075848.1734248040,GS1.1.1734248040.1
GA1.1.11884610.1734248042,GS1.1.1734248042.1
GA1.1.774988423.1734248045,GS1.1.1734248045.1
GA1.1.2108955274.1734248047,GS1.1.1734248047.1
GA1.1.38647422.1734248050,GS1.1.1734248049.1
GA1.1.1124484474.1734248052,GS1.1.1734248052.1
GA1.1.1013977971.1734248055,GS1.1.1734248054.1
GA1.1.1376085675.1734248057,GS1.1.1734248056.1
GA1.1.2108578141.1734248059,GS1.1.1734248059.1
GA1.1.244363949.1734248062,GS1.1.1734248061.1
GA1.1.1347832388.1734248064,GS1.1.1734248064.1
GA1.1.522266015.1734248067,GS1.1.1734248066.1
GA1.1.1234754026.1734248069,GS1.1.1734248068.1
GA1.1.50532232.1734248071,GS1.1.1734248071.1
GA1.1.1772731911.1734248074,GS1.1.1734248073.1
GA1.1.1691524064.1734248076,GS1.1.1734248076.1
GA1.1.1536673582.1734248078,GS1.1.1734248078.1
GA1.1.1588971674.1734248081,GS1.1.1734248080.1
GA1.1.790408676.1734248083,GS1.1.1734248083.1
GA1.1.554679845.1734248086,GS1.1.1734248085.1
GA1.1.992103787.1734248088,GS1.1.1734248088.1
GA1.1.583154371.1734248090,GS1.1.1734248090.1
GA1.1.48590894.1734248093,GS1.1.1734248092.1
GA1.1.2134202132.1734248095,GS1.1.1734248095.1
GA1.1.441838098.1734248098,GS1.1.1734248097.1
GA1.1.1310705053.1734248100,GS1.1.1734248100.1
GA1.1.2146998050.1734248103,GS1.1.1734248102.1
GA1.1.689104560.1734248105,GS1.1.1734248104.1
GA1.1.1978948354.1734248107,GS1.1.1734248107.1
GA1.1.252832257.1734248110,GS1.1.1734248109.1
GA1.1.508678838.1734248112,GS1.1.1734248112.1
GA1.1.1274636391.1734248115,GS1.1.1734248114.1
GA1.1.61295383.1734248117,GS1.1.1734248116.1
GA1.1.1902227026.1734248119,GS1.1.1734248119.1
GA1.1.1499801785.1734248122,GS1.1.1734248121.1
GA1.1.1020036479.1734248124,GS1.1.1734248124.1
GA1.1.753161464.1734248127,GS1.1.1734248126.1
GA1.1.1785458209.1734248129,GS1.1.1734248128.1
GA1.1.440704907.1734248131,GS1.1.1734248131.1
GA1.1.2142584965.1734248134,GS1.1.1734248133.1
GA1.1.1806101156.1734248136,GS1.1.1734248136.1
GA1.1.834191438.1734248138,GS1.1.1734248138.1
GA1.1.1662781725.1734248141,GS1.1.1734248140.1
GA1.1.1979534088.1734248143,GS1.1.1734248143.1
GA1.1.794667935.1734248146,GS1.1.1734248145.1
GA1.1.180799919.1734248148,GS1.1.1734248148.1
GA1.1.1810442809.1734248151,GS1.1.1734248150.1
GA1.1.842097547.1734248153,GS1.1.1734248152.1
GA1.1.1262512877.1734248155,GS1.1.1734248155.1
GA1.1.230395266.1734248158,GS1.1.1734248157.1
GA1.1.1732238510.1734248160,GS1.1.1734248160.1
GA1.1.1894912927.1734248163,GS1.1.1734248162.1
GA1.1.218790137.1734248165,GS1.1.1734248165.1
GA1.1.1054906024.1734248168,GS1.1.1734248167.1
GA1.1.903590005.1734248170,GS1.1.1734248169.1
GA1.1.964448174.1734248172,GS1.1.1734248172.1
GA1.1.798035715.1734248175,GS1.1.1734248174.1
GA1.1.1234146946.1734248177,GS1.1.1734248177.1
GA1.1.2001659162.1734248180,GS1.1.1734248179.1
GA1.1.1484210800.1734248182,GS1.1.1734248181.1
GA1.1.731827677.1734248184,GS1.1.1734248184.1
GA1.1.1864929505.1734248187,GS1.1.1734248186.1
GA1.1.1466742093.1734248189,GS1.1.1734248189.1
GA1.1.1769401267.1734248192,GS1.1.1734248191.1
GA1.1.571649000.1734248194,GS1.1.1734248194.1
GA1.1.822240594.1734248197,GS1.1.1734248196.1
GA1.1.5220561.1734248199,GS1.1.1734248199.1
GA1.1.1588878684.1734248201,GS1.1.1734248201.1
GA1.1.599579224.1734248204,GS1.1.1734248203.1
GA1.1.85902179.1734248206,GS1.1.1734248206.1
GA1.1.450409208.1734248209,GS1.1.1734248208.1
GA1.1.169724709.1734248211,GS1.1.1734248210.1
GA1.1.694128434.1734248213,GS1.1.1734248213.1
GA1.1.1711471132.1734248216,GS1.1.1734248215.1
GA1.1.1791837265.1734248218,GS1.1.1734248218.1
GA1.1.633184399.1734248221,GS1.1.1734248220.1
GA1.1.812759165.1734248223,GS1.1.1734248223.1
GA1.1.976834399.1734248225,GS1.1.1734248225.1
GA1.1.525717019.1734248228,GS1.1.1734248227.1
GA1.1.541173333.1734248230,GS1.1.1734248230.1
GA1.1.133128241.1734248233,GS1.1.1734248232.1
GA1.1.1357413066.1734248235,GS1.1.1734248235.1
GA1.1.914249874.1734248237,GS1.1.1734248237.1
GA1.1.151548545.1734248240,GS1.1.1734248239.1
GA1.1.1497135036.1734248242,GS1.1.1734248242.1
GA1.1.881565690.1734248245,GS1.1.1734248244.1
GA1.1.1614446276.1734248247,GS1.1.1734248247.1
GA1.1.1597969047.1734248249,GS1.1.1734248249.1
GA1.1.640198205.1734248252,GS1.1.1734248251.1
GA1.1.1964328243.1734248254,GS1.1.1734248254.1
GA1.1.974110075.1734248257,GS1.1.1734248256.1
GA1.1.1819980854.1734248259,GS1.1.1734248259.1
GA1.1.420393464.1734248261,GS1.1.1734248261.1
GA1.1.1051661572.1734248264,GS1.1.1734248263.1
GA1.1.1263595694.1734248266,GS1.1.1734248266.1
GA1.1.1221480842.1734248269,GS1.1.1734248268.1
GA1.1.583221354.1734248271,GS1.1.1734248271.1
GA1.1.393779980.1734248273,GS1.1.1734248273.1
GA1.1.303078230.1734248276,GS1.1.1734248275.1
GA1.1.500818058.1734248278,GS1.1.1734248278.1
GA1.1.777333316.1734248281,GS1.1.1734248280.1
GA1.1.1100055386.1734248283,GS1.1.1734248283.1
GA1.1.2115869327.1734248286,GS1.1.1734248285.1
GA1.1.869819542.1734248288,GS1.1.1734248287.1
GA1.1.1531682367.1734248290,GS1.1.1734248290.1
GA1.1.704739955.1734248293,GS1.1.1734248292.1
GA1.1.1112654737.1734248295,GS1.1.1734248295.1
GA1.1.1650344002.1734248298,GS1.1.1734248297.1
GA1.1.2077651061.1734248300,GS1.1.1734248300.1
GA1.1.335449039.1734248302,GS1.1.1734248302.1
GA1.1.1510128916.1734248305,GS1.1.1734248304.1
GA1.1.2113184825.1734248307,GS1.1.1734248307.1
GA1.1.983561263.1734248310,GS1.1.1734248309.1
GA1.1.1327756587.1734248312,GS1.1.1734248312.1
GA1.1.1305424247.1734248314,GS1.1.1734248314.1
GA1.1.162557573.1734248317,GS1.1.1734248316.1
GA1.1.1042377679.1734248319,GS1.1.1734248319.1
GA1.1.1808492903.1734248322,GS1.1.1734248321.1
GA1.1.1100894790.1734248324,GS1.1.1734248324.1
GA1.1.214943657.1734248326,GS1.1.1734248326.1
GA1.1.990479043.1734248329,GS1.1.1734248328.1
GA1.1.297877054.1734248331,GS1.1.1734248331.1
GA1.1.1602368290.1734248334,GS1.1.1734248333.1
GA1.1.2027015078.1734248336,GS1.1.1734248336.1
GA1.1.1088785381.1734248339,GS1.1.1734248338.1
GA1.1.346250721.1734248341,GS1.1.1734248340.1
GA1.1.2040646770.1734248343,GS1.1.1734248343.1
GA1.1.1114960885.1734248346,GS1.1.1734248345.1
GA1.1.1819312049.1734248348,GS1.1.1734248348.1
GA1.1.1373608.1734248351,GS1.1.1734248350.1
GA1.1.1969086493.1734248353,GS1.1.1734248352.1
GA1.1.1945230567.1734248355,GS1.1.1734248355.1
GA1.1.1592187043.1734248358,GS1.1.1734248357.1
GA1.1.1826170998.1734248360,GS1.1.1734248360.1
GA1.1.1717333889.1734248363,GS1.1.1734248362.1
GA1.1.1683858234.1734248365,GS1.1.1734248365.1
GA1.1.1890258648.1734248367,GS1.1.1734248367.1
GA1.1.1794690145.1734248370,GS1.1.1734248369.1
GA1.1.1209442466.1734248372,GS1.1.1734248372.1
GA1.1.37780467.1734248375,GS1.1.1734248374.1
GA1.1.1610928147.1734248377,GS1.1.1734248377.1
GA1.1.68437713.1734248380,GS1.1.1734248379.1
GA1.1.1348355792.1734248382,GS1.1.1734248382.1
GA1.1.899723136.1734248384,GS1.1.1734248384.1
GA1.1.590898811.1734248387,GS1.1.1734248386.1
GA1.1.1921571925.1734248389,GS1.1.1734248389.1
GA1.1.1558334979.1734248392,GS1.1.1734248391.1
GA1.1.722271383.1734248394,GS1.1.1734248394.1
GA1.1.1616083547.1734248397,GS1.1.1734248396.1
GA1.1.1113343360.1734248399,GS1.1.1734248398.1
GA1.1.952517419.1734248401,GS1.1.1734248401.1
GA1.1.573744524.1734248404,GS1.1.1734248403.1
GA1.1.794175393.1734248406,GS1.1.1734248406.1
GA1.1.665584142.1734248409,GS1.1.1734248408.1
GA1.1.1697740206.1734248411,GS1.1.1734248410.1
GA1.1.968244680.1734248413,GS1.1.1734248413.1
GA1.1.1844845909.1734248416,GS1.1.1734248415.1
